0.381561341,0.089113295,0.267339885
0.002236046,0.049473506,0.148420518
0.44718759,0.039009984,0.117029951
0.162456936,0.120727387,0.36218216
0.142322469,0.261616707,0.784850122
0.16067682,0.319187488,0.957562465
0.077004394,0.160214864,0.480644591
0.578337407,0.350791228,1.052373685
0.847950894,0.050836406,0.152509218
0.75260154,0.11287208,0.338616239
0.063278462,0.027094274,0.081282823
0.027028713,0.13165816,0.394974481
0.242493402,0.088284007,0.26485202
0.076873339,0.636963786,1.910891358
0.158596352,0.443003329,1.329009988
0.238752917,0.019784197,0.059352591
0.80624657,0.172040779,0.516122338
0.175435175,0.309065768,0.927197303
1.075774865,0.059133021,0.177399062
0.202842206,0.29403082,0.88209246
0.193465071,0.018675331,0.056025993
0.5613086,0.001520876,0.004562627
0.236534189,0.25974167,0.77922501
0.964512996,0.246413194,0.739239581
0.235987402,0.220148397,0.66044519
0.113937392,0.267315407,0.801946222
0.016756268,0.115506257,0.346518772
0.555042314,0.132035735,0.396107204
0.266066804,0.005417341,0.016252024
0.157860207,0.375178593,1.125535779
0.001380079,0.03790866,0.113725981
0.487824348,0.175676316,0.527028948
0.720243245,0.09350887,0.280526611
0.177513784,0.331994998,0.995984994
0.41826641,0.079449151,0.238347453
0.402775119,0.879318514,2.637955543
0.159179116,0.099465638,0.298396915
0.469398489,0.584359579,1.753078738
0.197174287,0.014981936,0.044945808
0.739639389,0.073103126,0.219309377
0.602675817,0.002460453,0.007381359
0.685562119,0.023715397,0.071146191
0.457625891,0.092918634,0.278755903
0.288055734,0.01206441,0.03619323
0.242240427,0.219925016,0.659775048
0.24724954,0.204277455,0.612832364
0.047524067,0.128334657,0.385003971
0.192265384,0.061829362,0.185488087
0.139492954,0.231900466,0.695701398
0.17270006,0.026208357,0.078625071
0.198116053,0.211253203,0.633759608
0.011763197,0.072641132,0.217923397
0.476673457,0.050333881,0.151001644
1.019795387,0.037318375,0.111955126
0.056339048,0.352626327,1.057878982
0.417708711,0.231820804,0.695462411
1.264715101,0.06796459,0.203893771
0.164360889,0.574692008,1.724076024
1.160037864,0.21057832,0.631734961
0.206838188,0.286867344,0.860602032
0.002090566,0.009104871,0.027314612
0.135555234,0.013592455,0.040777365
0.565463795,0.210541215,0.631623646
0.136962384,0.474942693,1.42482808
0.133858108,0.136290589,0.408871766
0.303346388,0.327658376,0.982975127
0.051407024,0.249792238,0.749376715
0.182215519,0.117821435,0.353464305
0.168260991,0.316615522,0.949846565
0.006932693,0.109135892,0.327407677
0.217192338,0.470081782,1.410245346
0.813011239,0.046676894,0.140030682
1.171389037,0.054491067,0.1634732
0.065537367,0.137313744,0.411941232
0.185362623,0.489809124,1.469427373
0.01378837,0.305561446,0.916684338
0.427548423,0.060390883,0.18117265
0.113810637,0.067785332,0.203355996
0.019866323,0.476045423,1.42813627
0.082238811,0.499107544,1.497322631
0.872688475,0.031016029,0.093048087
0.181644312,0.069316278,0.207948833
1.224438484,0.041619492,0.124858476
0.967656752,0.206349572,0.619048717
0.091276778,0.048683611,0.146050832
0.065596529,0.275211495,0.825634485
0.16321559,0.072215659,0.216646978
0.026282596,0.755138258,2.265414775
0.076472178,0.067138786,0.201416358
0.651829334,0.188798176,0.566394529
0.463529376,0.078594983,0.235784949
0.266202314,0.449957924,1.349873772
0.088606473,0.111769484,0.335308453
0.646606989,0.018767423,0.05630227
0.084814509,0.063194961,0.189584884
0.155692244,0.086825786,0.260477359
0.077511117,0.173473523,0.52042057
0.131269428,0.003605363,0.01081609
0.190855128,0.307845687,0.923537062
0.559496291,0.134949536,0.404848609
0.954413061,0.019518216,0.058554649
0.705789657,0.015300259,0.045900778
0.062755813,0.007513395,0.022540186
0.441049476,0.478975808,1.436927423
0.193821336,0.07984488,0.23953464
0.34132793,0.600505534,1.801516603
0.039223897,0.020983477,0.06295043
0.743132135,0.100901084,0.302703251
0.031521178,0.087138708,0.261416123
0.017145971,0.416041996,1.248125988
0.166264532,0.130555417,0.39166625
0.370096405,0.013708013,0.041124039
0.474962817,0.143682568,0.431047705
0.024037187,0.017106829,0.051320488
0.009961828,0.168826718,0.506480154
0.068827089,0.16845237,0.505357111
0.140768852,0.280205438,0.840616313
0.448905266,0.013207869,0.039623608
0.078629496,0.053473577,0.160420731
0.10498014,0.039796459,0.119389376
0.025905309,0.136026646,0.408079938
0.070056368,0.021221213,0.063663638
0.339391015,0.555637208,1.666911624
0.079111004,0.225910029,0.677730086
0.03088324,0.090552047,0.27165614
0.677140328,0.023163505,0.069490515
0.360165668,0.012466384,0.037399151
0.255436018,0.207166183,0.62149855
0.037918148,0.269573004,0.808719012
0.374624871,0.084239187,0.252717562
0.23593238,0.20593202,0.617796059
0.197926733,0.543089192,1.629267575
0.330671941,0.105824649,0.317473947
0.495906562,0.206979384,0.620938152
1.260419305,0.604851184,1.814553553
0.679209708,0.16250113,0.48750339
